district,sub_district,age,male,female,total
งาว,นาแก,0,8,8,16
งาว,นาแก,1,10,3,13
งาว,นาแก,2,10,14,24
งาว,นาแก,3,8,13,21
งาว,นาแก,4,10,8,18
งาว,นาแก,5,7,4,11
งาว,นาแก,6,13,11,24
งาว,นาแก,7,8,12,20
งาว,นาแก,8,16,16,32
งาว,นาแก,9,9,23,32
งาว,นาแก,10,15,11,26
งาว,นาแก,11,9,17,26
งาว,นาแก,12,17,17,34
งาว,นาแก,13,21,22,43
งาว,นาแก,14,10,20,30
งาว,นาแก,15,25,20,45
งาว,นาแก,16,16,16,32
งาว,นาแก,17,18,13,31
งาว,นาแก,18,23,16,39
งาว,นาแก,19,25,10,35
งาว,นาแก,20,23,18,41
งาว,นาแก,21,14,19,33
งาว,นาแก,22,14,17,31
งาว,นาแก,23,15,20,35
งาว,นาแก,24,17,20,37
งาว,นาแก,25,19,14,33
งาว,นาแก,26,26,23,49
งาว,นาแก,27,14,23,37
งาว,นาแก,28,27,28,55
งาว,นาแก,29,27,21,48
งาว,นาแก,30,33,29,62
งาว,นาแก,31,21,20,41
งาว,นาแก,32,24,20,44
งาว,นาแก,33,21,22,43
งาว,นาแก,34,26,18,44
งาว,นาแก,35,24,18,42
งาว,นาแก,36,14,24,38
งาว,นาแก,37,21,18,39
งาว,นาแก,38,27,27,54
งาว,นาแก,39,21,34,55
งาว,นาแก,40,26,29,55
งาว,นาแก,41,24,38,62
งาว,นาแก,42,32,43,75
งาว,นาแก,43,26,18,44
งาว,นาแก,44,33,29,62
งาว,นาแก,45,28,25,53
งาว,นาแก,46,37,25,62
งาว,นาแก,47,29,25,54
งาว,นาแก,48,33,21,54
งาว,นาแก,49,31,26,57
งาว,นาแก,50,24,25,49
งาว,นาแก,51,23,26,49
งาว,นาแก,52,14,22,36
งาว,นาแก,53,26,31,57
งาว,นาแก,54,14,16,30
งาว,นาแก,55,22,20,42
งาว,นาแก,56,19,33,52
งาว,นาแก,57,24,20,44
งาว,นาแก,58,25,28,53
งาว,นาแก,59,31,35,66
งาว,นาแก,60,22,40,62
งาว,นาแก,61,23,30,53
งาว,นาแก,62,30,27,57
งาว,นาแก,63,29,34,63
งาว,นาแก,64,25,15,40
งาว,นาแก,65,31,22,53
งาว,นาแก,66,21,29,50
งาว,นาแก,67,26,28,54
งาว,นาแก,68,18,31,49
งาว,นาแก,69,22,19,41
งาว,นาแก,70,26,16,42
งาว,นาแก,71,15,17,32
งาว,นาแก,72,18,26,44
งาว,นาแก,73,14,14,28
งาว,นาแก,74,11,12,23
งาว,นาแก,75,13,14,27
งาว,นาแก,76,12,15,27
งาว,นาแก,77,6,12,18
งาว,นาแก,78,10,7,17
งาว,นาแก,79,6,5,11
งาว,นาแก,80,2,5,7
งาว,นาแก,81,3,5,8
งาว,นาแก,82,4,3,7
งาว,นาแก,83,3,8,11
งาว,นาแก,84,3,4,7
งาว,นาแก,85,2,6,8
งาว,นาแก,86,5,3,8
งาว,นาแก,87,2,0,2
งาว,นาแก,88,0,3,3
งาว,นาแก,89,2,5,7
งาว,นาแก,90,0,3,3
งาว,นาแก,91,1,2,3
งาว,นาแก,92,1,2,3
งาว,นาแก,93,0,0,0
งาว,นาแก,94,0,1,1
งาว,นาแก,95,1,2,3
งาว,นาแก,96,0,0,0
งาว,นาแก,97,1,0,1
งาว,นาแก,98,0,0,0
งาว,นาแก,99,1,0,1
งาว,นาแก,100,0,0,0
งาว,นาแก,100,0,0,0
งาว,บ้านร้อง,0,13,14,27
งาว,บ้านร้อง,1,17,10,27
งาว,บ้านร้อง,2,23,19,42
งาว,บ้านร้อง,3,20,13,33
งาว,บ้านร้อง,4,20,16,36
งาว,บ้านร้อง,5,16,23,39
งาว,บ้านร้อง,6,17,23,40
งาว,บ้านร้อง,7,18,15,33
งาว,บ้านร้อง,8,20,22,42
งาว,บ้านร้อง,9,27,21,48
งาว,บ้านร้อง,10,22,22,44
งาว,บ้านร้อง,11,16,29,45
งาว,บ้านร้อง,12,16,19,35
งาว,บ้านร้อง,13,32,27,59
งาว,บ้านร้อง,14,26,34,60
งาว,บ้านร้อง,15,42,22,64
งาว,บ้านร้อง,16,22,26,48
งาว,บ้านร้อง,17,28,23,51
งาว,บ้านร้อง,18,25,33,58
งาว,บ้านร้อง,19,28,31,59
งาว,บ้านร้อง,20,35,32,67
งาว,บ้านร้อง,21,28,24,52
งาว,บ้านร้อง,22,22,29,51
งาว,บ้านร้อง,23,22,22,44
งาว,บ้านร้อง,24,35,26,61
งาว,บ้านร้อง,25,40,38,78
งาว,บ้านร้อง,26,25,40,65
งาว,บ้านร้อง,27,37,31,68
งาว,บ้านร้อง,28,35,42,77
งาว,บ้านร้อง,29,45,36,81
งาว,บ้านร้อง,30,36,35,71
งาว,บ้านร้อง,31,50,36,86
งาว,บ้านร้อง,32,40,52,92
งาว,บ้านร้อง,33,56,42,98
งาว,บ้านร้อง,34,45,42,87
งาว,บ้านร้อง,35,50,30,80
งาว,บ้านร้อง,36,47,39,86
งาว,บ้านร้อง,37,43,36,79
งาว,บ้านร้อง,38,51,38,89
งาว,บ้านร้อง,39,49,49,98
งาว,บ้านร้อง,40,43,39,82
งาว,บ้านร้อง,41,47,45,92
งาว,บ้านร้อง,42,36,57,93
งาว,บ้านร้อง,43,44,35,79
งาว,บ้านร้อง,44,44,42,86
งาว,บ้านร้อง,45,51,39,90
งาว,บ้านร้อง,46,42,43,85
งาว,บ้านร้อง,47,38,39,77
งาว,บ้านร้อง,48,46,47,93
งาว,บ้านร้อง,49,43,47,90
งาว,บ้านร้อง,50,38,45,83
งาว,บ้านร้อง,51,43,31,74
งาว,บ้านร้อง,52,50,41,91
งาว,บ้านร้อง,53,44,48,92
งาว,บ้านร้อง,54,35,44,79
งาว,บ้านร้อง,55,44,49,93
งาว,บ้านร้อง,56,44,32,76
งาว,บ้านร้อง,57,44,45,89
งาว,บ้านร้อง,58,34,41,75
งาว,บ้านร้อง,59,42,58,100
งาว,บ้านร้อง,60,58,55,113
งาว,บ้านร้อง,61,31,45,76
งาว,บ้านร้อง,62,59,68,127
งาว,บ้านร้อง,63,61,41,102
งาว,บ้านร้อง,64,46,46,92
งาว,บ้านร้อง,65,52,60,112
งาว,บ้านร้อง,66,40,57,97
งาว,บ้านร้อง,67,42,43,85
งาว,บ้านร้อง,68,50,43,93
งาว,บ้านร้อง,69,47,47,94
งาว,บ้านร้อง,70,33,48,81
งาว,บ้านร้อง,71,35,43,78
งาว,บ้านร้อง,72,35,34,69
งาว,บ้านร้อง,73,31,31,62
งาว,บ้านร้อง,74,26,31,57
งาว,บ้านร้อง,75,27,18,45
งาว,บ้านร้อง,76,14,25,39
งาว,บ้านร้อง,77,16,22,38
งาว,บ้านร้อง,78,12,13,25
งาว,บ้านร้อง,79,14,12,26
งาว,บ้านร้อง,80,8,14,22
งาว,บ้านร้อง,81,7,6,13
งาว,บ้านร้อง,82,5,4,9
งาว,บ้านร้อง,83,6,5,11
งาว,บ้านร้อง,84,4,11,15
งาว,บ้านร้อง,85,7,8,15
งาว,บ้านร้อง,86,9,7,16
งาว,บ้านร้อง,87,9,11,20
งาว,บ้านร้อง,88,8,12,20
งาว,บ้านร้อง,89,3,5,8
งาว,บ้านร้อง,90,0,7,7
งาว,บ้านร้อง,91,4,8,12
งาว,บ้านร้อง,92,2,1,3
งาว,บ้านร้อง,93,0,3,3
งาว,บ้านร้อง,94,1,1,2
งาว,บ้านร้อง,95,1,4,5
งาว,บ้านร้อง,96,0,1,1
งาว,บ้านร้อง,97,0,1,1
งาว,บ้านร้อง,98,0,1,1
งาว,บ้านร้อง,99,0,0,0
งาว,บ้านร้อง,100,0,1,1
งาว,บ้านร้อง,100,0,0,0
งาว,บ้านหวด,0,11,20,31
งาว,บ้านหวด,1,10,17,27
งาว,บ้านหวด,2,15,21,36
งาว,บ้านหวด,3,25,19,44
งาว,บ้านหวด,4,27,19,46
งาว,บ้านหวด,5,23,18,41
งาว,บ้านหวด,6,22,23,45
งาว,บ้านหวด,7,19,18,37
งาว,บ้านหวด,8,25,23,48
งาว,บ้านหวด,9,30,31,61
งาว,บ้านหวด,10,23,25,48
งาว,บ้านหวด,11,28,17,45
งาว,บ้านหวด,12,32,26,58
งาว,บ้านหวด,13,33,27,60
งาว,บ้านหวด,14,29,32,61
งาว,บ้านหวด,15,38,31,69
งาว,บ้านหวด,16,33,24,57
งาว,บ้านหวด,17,20,37,57
งาว,บ้านหวด,18,32,45,77
งาว,บ้านหวด,19,28,26,54
งาว,บ้านหวด,20,28,29,57
งาว,บ้านหวด,21,22,28,50
งาว,บ้านหวด,22,24,34,58
งาว,บ้านหวด,23,36,38,74
งาว,บ้านหวด,24,42,24,66
งาว,บ้านหวด,25,26,24,50
งาว,บ้านหวด,26,26,27,53
งาว,บ้านหวด,27,27,28,55
งาว,บ้านหวด,28,44,36,80
งาว,บ้านหวด,29,38,27,65
งาว,บ้านหวด,30,26,31,57
งาว,บ้านหวด,31,21,21,42
งาว,บ้านหวด,32,21,35,56
งาว,บ้านหวด,33,53,43,96
งาว,บ้านหวด,34,51,27,78
งาว,บ้านหวด,35,45,39,84
งาว,บ้านหวด,36,26,30,56
งาว,บ้านหวด,37,30,37,67
งาว,บ้านหวด,38,33,36,69
งาว,บ้านหวด,39,48,36,84
งาว,บ้านหวด,40,55,25,80
งาว,บ้านหวด,41,46,27,73
งาว,บ้านหวด,42,34,38,72
งาว,บ้านหวด,43,40,36,76
งาว,บ้านหวด,44,56,31,87
งาว,บ้านหวด,45,46,37,83
งาว,บ้านหวด,46,41,39,80
งาว,บ้านหวด,47,44,30,74
งาว,บ้านหวด,48,41,23,64
งาว,บ้านหวด,49,31,19,50
งาว,บ้านหวด,50,37,34,71
งาว,บ้านหวด,51,40,28,68
งาว,บ้านหวด,52,40,43,83
งาว,บ้านหวด,53,29,30,59
งาว,บ้านหวด,54,47,34,81
งาว,บ้านหวด,55,38,45,83
งาว,บ้านหวด,56,28,39,67
งาว,บ้านหวด,57,38,29,67
งาว,บ้านหวด,58,26,42,68
งาว,บ้านหวด,59,35,33,68
งาว,บ้านหวด,60,31,39,70
งาว,บ้านหวด,61,30,45,75
งาว,บ้านหวด,62,37,46,83
งาว,บ้านหวด,63,23,28,51
งาว,บ้านหวด,64,23,39,62
งาว,บ้านหวด,65,26,22,48
งาว,บ้านหวด,66,25,25,50
งาว,บ้านหวด,67,31,22,53
งาว,บ้านหวด,68,25,17,42
งาว,บ้านหวด,69,21,27,48
งาว,บ้านหวด,70,21,18,39
งาว,บ้านหวด,71,16,25,41
งาว,บ้านหวด,72,28,17,45
งาว,บ้านหวด,73,13,21,34
งาว,บ้านหวด,74,6,14,20
งาว,บ้านหวด,75,9,17,26
งาว,บ้านหวด,76,10,10,20
งาว,บ้านหวด,77,15,6,21
งาว,บ้านหวด,78,8,7,15
งาว,บ้านหวด,79,13,7,20
งาว,บ้านหวด,80,3,5,8
งาว,บ้านหวด,81,7,7,14
งาว,บ้านหวด,82,4,6,10
งาว,บ้านหวด,83,5,2,7
งาว,บ้านหวด,84,2,3,5
งาว,บ้านหวด,85,5,2,7
งาว,บ้านหวด,86,3,4,7
งาว,บ้านหวด,87,3,5,8
งาว,บ้านหวด,88,1,3,4
งาว,บ้านหวด,89,1,4,5
งาว,บ้านหวด,90,0,1,1
งาว,บ้านหวด,91,1,0,1
งาว,บ้านหวด,92,1,2,3
งาว,บ้านหวด,93,4,2,6
งาว,บ้านหวด,94,0,0,0
งาว,บ้านหวด,95,1,0,1
งาว,บ้านหวด,96,0,0,0
งาว,บ้านหวด,97,1,0,1
งาว,บ้านหวด,98,0,0,0
งาว,บ้านหวด,99,0,0,0
งาว,บ้านหวด,100,0,0,0
งาว,บ้านหวด,100,0,1,1
งาว,บ้านอ้อน,0,10,11,21
งาว,บ้านอ้อน,1,11,5,16
งาว,บ้านอ้อน,2,19,12,31
งาว,บ้านอ้อน,3,11,16,27
งาว,บ้านอ้อน,4,15,15,30
งาว,บ้านอ้อน,5,23,24,47
งาว,บ้านอ้อน,6,28,22,50
งาว,บ้านอ้อน,7,18,12,30
งาว,บ้านอ้อน,8,19,22,41
งาว,บ้านอ้อน,9,18,14,32
งาว,บ้านอ้อน,10,21,16,37
งาว,บ้านอ้อน,11,22,26,48
งาว,บ้านอ้อน,12,14,16,30
งาว,บ้านอ้อน,13,23,20,43
งาว,บ้านอ้อน,14,13,26,39
งาว,บ้านอ้อน,15,18,22,40
งาว,บ้านอ้อน,16,20,20,40
งาว,บ้านอ้อน,17,13,21,34
งาว,บ้านอ้อน,18,22,20,42
งาว,บ้านอ้อน,19,20,14,34
งาว,บ้านอ้อน,20,16,20,36
งาว,บ้านอ้อน,21,15,27,42
งาว,บ้านอ้อน,22,18,27,45
งาว,บ้านอ้อน,23,15,24,39
งาว,บ้านอ้อน,24,24,20,44
งาว,บ้านอ้อน,25,22,16,38
งาว,บ้านอ้อน,26,15,18,33
งาว,บ้านอ้อน,27,22,24,46
งาว,บ้านอ้อน,28,26,29,55
งาว,บ้านอ้อน,29,25,34,59
งาว,บ้านอ้อน,30,39,22,61
งาว,บ้านอ้อน,31,24,23,47
งาว,บ้านอ้อน,32,36,31,67
งาว,บ้านอ้อน,33,40,24,64
งาว,บ้านอ้อน,34,33,14,47
งาว,บ้านอ้อน,35,27,24,51
งาว,บ้านอ้อน,36,26,37,63
งาว,บ้านอ้อน,37,31,23,54
งาว,บ้านอ้อน,38,27,34,61
งาว,บ้านอ้อน,39,43,43,86
งาว,บ้านอ้อน,40,44,34,78
งาว,บ้านอ้อน,41,44,32,76
งาว,บ้านอ้อน,42,46,44,90
งาว,บ้านอ้อน,43,34,36,70
งาว,บ้านอ้อน,44,29,32,61
งาว,บ้านอ้อน,45,27,29,56
งาว,บ้านอ้อน,46,21,28,49
งาว,บ้านอ้อน,47,32,32,64
งาว,บ้านอ้อน,48,34,44,78
งาว,บ้านอ้อน,49,46,21,67
งาว,บ้านอ้อน,50,31,30,61
งาว,บ้านอ้อน,51,28,41,69
งาว,บ้านอ้อน,52,25,22,47
งาว,บ้านอ้อน,53,29,27,56
งาว,บ้านอ้อน,54,25,31,56
งาว,บ้านอ้อน,55,46,44,90
งาว,บ้านอ้อน,56,41,36,77
งาว,บ้านอ้อน,57,32,27,59
งาว,บ้านอ้อน,58,31,36,67
งาว,บ้านอ้อน,59,36,31,67
งาว,บ้านอ้อน,60,33,43,76
งาว,บ้านอ้อน,61,42,50,92
งาว,บ้านอ้อน,62,31,33,64
งาว,บ้านอ้อน,63,44,34,78
งาว,บ้านอ้อน,64,36,31,67
งาว,บ้านอ้อน,65,30,32,62
งาว,บ้านอ้อน,66,28,30,58
งาว,บ้านอ้อน,67,37,27,64
งาว,บ้านอ้อน,68,35,31,66
งาว,บ้านอ้อน,69,32,27,59
งาว,บ้านอ้อน,70,27,26,53
งาว,บ้านอ้อน,71,31,28,59
งาว,บ้านอ้อน,72,21,22,43
งาว,บ้านอ้อน,73,17,24,41
งาว,บ้านอ้อน,74,16,21,37
งาว,บ้านอ้อน,75,13,18,31
งาว,บ้านอ้อน,76,7,13,20
งาว,บ้านอ้อน,77,20,5,25
งาว,บ้านอ้อน,78,6,11,17
งาว,บ้านอ้อน,79,12,8,20
งาว,บ้านอ้อน,80,11,7,18
งาว,บ้านอ้อน,81,5,10,15
งาว,บ้านอ้อน,82,9,6,15
งาว,บ้านอ้อน,83,10,7,17
งาว,บ้านอ้อน,84,9,3,12
งาว,บ้านอ้อน,85,4,2,6
งาว,บ้านอ้อน,86,2,5,7
งาว,บ้านอ้อน,87,3,5,8
งาว,บ้านอ้อน,88,5,4,9
งาว,บ้านอ้อน,89,2,2,4
งาว,บ้านอ้อน,90,1,2,3
งาว,บ้านอ้อน,91,0,3,3
งาว,บ้านอ้อน,92,1,1,2
งาว,บ้านอ้อน,93,0,2,2
งาว,บ้านอ้อน,94,0,2,2
งาว,บ้านอ้อน,95,0,0,0
งาว,บ้านอ้อน,96,1,1,2
งาว,บ้านอ้อน,97,0,0,0
งาว,บ้านอ้อน,98,0,1,1
งาว,บ้านอ้อน,99,0,0,0
งาว,บ้านอ้อน,100,0,0,0
งาว,บ้านอ้อน,100,1,0,1
งาว,บ้านแหง,0,11,13,24
งาว,บ้านแหง,1,20,13,33
งาว,บ้านแหง,2,18,12,30
งาว,บ้านแหง,3,16,16,32
งาว,บ้านแหง,4,20,17,37
งาว,บ้านแหง,5,17,15,32
งาว,บ้านแหง,6,24,19,43
งาว,บ้านแหง,7,15,22,37
งาว,บ้านแหง,8,27,26,53
งาว,บ้านแหง,9,22,14,36
งาว,บ้านแหง,10,27,19,46
งาว,บ้านแหง,11,21,23,44
งาว,บ้านแหง,12,34,30,64
งาว,บ้านแหง,13,33,39,72
งาว,บ้านแหง,14,33,25,58
งาว,บ้านแหง,15,25,37,62
งาว,บ้านแหง,16,26,28,54
งาว,บ้านแหง,17,25,23,48
งาว,บ้านแหง,18,36,28,64
งาว,บ้านแหง,19,28,22,50
งาว,บ้านแหง,20,30,33,63
งาว,บ้านแหง,21,28,31,59
งาว,บ้านแหง,22,29,22,51
งาว,บ้านแหง,23,20,29,49
งาว,บ้านแหง,24,21,28,49
งาว,บ้านแหง,25,28,34,62
งาว,บ้านแหง,26,21,22,43
งาว,บ้านแหง,27,31,37,68
งาว,บ้านแหง,28,48,25,73
งาว,บ้านแหง,29,34,22,56
งาว,บ้านแหง,30,31,36,67
งาว,บ้านแหง,31,44,47,91
งาว,บ้านแหง,32,34,28,62
งาว,บ้านแหง,33,39,44,83
งาว,บ้านแหง,34,36,31,67
งาว,บ้านแหง,35,40,32,72
งาว,บ้านแหง,36,38,31,69
งาว,บ้านแหง,37,43,47,90
งาว,บ้านแหง,38,42,40,82
งาว,บ้านแหง,39,40,48,88
งาว,บ้านแหง,40,49,42,91
งาว,บ้านแหง,41,56,55,111
งาว,บ้านแหง,42,63,54,117
งาว,บ้านแหง,43,46,41,87
งาว,บ้านแหง,44,42,48,90
งาว,บ้านแหง,45,50,37,87
งาว,บ้านแหง,46,33,30,63
งาว,บ้านแหง,47,36,33,69
งาว,บ้านแหง,48,38,56,94
งาว,บ้านแหง,49,44,50,94
งาว,บ้านแหง,50,56,36,92
งาว,บ้านแหง,51,41,43,84
งาว,บ้านแหง,52,34,38,72
งาว,บ้านแหง,53,39,38,77
งาว,บ้านแหง,54,45,39,84
งาว,บ้านแหง,55,51,35,86
งาว,บ้านแหง,56,35,35,70
งาว,บ้านแหง,57,48,44,92
งาว,บ้านแหง,58,46,56,102
งาว,บ้านแหง,59,37,51,88
งาว,บ้านแหง,60,44,60,104
งาว,บ้านแหง,61,67,61,128
งาว,บ้านแหง,62,47,41,88
งาว,บ้านแหง,63,42,56,98
งาว,บ้านแหง,64,51,62,113
งาว,บ้านแหง,65,49,46,95
งาว,บ้านแหง,66,56,46,102
งาว,บ้านแหง,67,54,52,106
งาว,บ้านแหง,68,52,57,109
งาว,บ้านแหง,69,47,44,91
งาว,บ้านแหง,70,57,38,95
งาว,บ้านแหง,71,38,44,82
งาว,บ้านแหง,72,42,29,71
งาว,บ้านแหง,73,34,33,67
งาว,บ้านแหง,74,24,19,43
งาว,บ้านแหง,75,26,26,52
งาว,บ้านแหง,76,21,41,62
งาว,บ้านแหง,77,21,21,42
งาว,บ้านแหง,78,15,19,34
งาว,บ้านแหง,79,16,10,26
งาว,บ้านแหง,80,12,7,19
งาว,บ้านแหง,81,6,10,16
งาว,บ้านแหง,82,8,9,17
งาว,บ้านแหง,83,7,11,18
งาว,บ้านแหง,84,9,10,19
งาว,บ้านแหง,85,10,5,15
งาว,บ้านแหง,86,5,11,16
งาว,บ้านแหง,87,5,11,16
งาว,บ้านแหง,88,5,14,19
งาว,บ้านแหง,89,4,6,10
งาว,บ้านแหง,90,5,5,10
งาว,บ้านแหง,91,1,4,5
งาว,บ้านแหง,92,1,4,5
งาว,บ้านแหง,93,2,2,4
งาว,บ้านแหง,94,0,4,4
งาว,บ้านแหง,95,1,2,3
งาว,บ้านแหง,96,0,3,3
งาว,บ้านแหง,97,0,1,1
งาว,บ้านแหง,98,1,0,1
งาว,บ้านแหง,99,0,0,0
งาว,บ้านแหง,100,0,0,0
งาว,บ้านแหง,100,0,0,0
งาว,บ้านโป่ง,0,11,9,20
งาว,บ้านโป่ง,1,13,8,21
งาว,บ้านโป่ง,2,22,19,41
งาว,บ้านโป่ง,3,20,12,32
งาว,บ้านโป่ง,4,23,11,34
งาว,บ้านโป่ง,5,21,19,40
งาว,บ้านโป่ง,6,19,24,43
งาว,บ้านโป่ง,7,29,22,51
งาว,บ้านโป่ง,8,30,33,63
งาว,บ้านโป่ง,9,27,27,54
งาว,บ้านโป่ง,10,28,30,58
งาว,บ้านโป่ง,11,41,38,79
งาว,บ้านโป่ง,12,43,28,71
งาว,บ้านโป่ง,13,33,28,61
งาว,บ้านโป่ง,14,31,29,60
งาว,บ้านโป่ง,15,42,33,75
งาว,บ้านโป่ง,16,28,21,49
งาว,บ้านโป่ง,17,36,23,59
งาว,บ้านโป่ง,18,30,26,56
งาว,บ้านโป่ง,19,26,30,56
งาว,บ้านโป่ง,20,23,30,53
งาว,บ้านโป่ง,21,35,31,66
งาว,บ้านโป่ง,22,34,27,61
งาว,บ้านโป่ง,23,25,27,52
งาว,บ้านโป่ง,24,38,33,71
งาว,บ้านโป่ง,25,50,40,90
งาว,บ้านโป่ง,26,43,35,78
งาว,บ้านโป่ง,27,40,29,69
งาว,บ้านโป่ง,28,45,46,91
งาว,บ้านโป่ง,29,59,57,116
งาว,บ้านโป่ง,30,37,48,85
งาว,บ้านโป่ง,31,48,42,90
งาว,บ้านโป่ง,32,51,43,94
งาว,บ้านโป่ง,33,49,50,99
งาว,บ้านโป่ง,34,47,41,88
งาว,บ้านโป่ง,35,50,42,92
งาว,บ้านโป่ง,36,46,31,77
งาว,บ้านโป่ง,37,44,32,76
งาว,บ้านโป่ง,38,46,42,88
งาว,บ้านโป่ง,39,53,43,96
งาว,บ้านโป่ง,40,54,51,105
งาว,บ้านโป่ง,41,48,40,88
งาว,บ้านโป่ง,42,28,41,69
งาว,บ้านโป่ง,43,39,46,85
งาว,บ้านโป่ง,44,48,42,90
งาว,บ้านโป่ง,45,45,51,96
งาว,บ้านโป่ง,46,50,36,86
งาว,บ้านโป่ง,47,44,44,88
งาว,บ้านโป่ง,48,47,49,96
งาว,บ้านโป่ง,49,51,30,81
งาว,บ้านโป่ง,50,57,32,89
งาว,บ้านโป่ง,51,44,35,79
งาว,บ้านโป่ง,52,38,58,96
งาว,บ้านโป่ง,53,48,47,95
งาว,บ้านโป่ง,54,53,54,107
งาว,บ้านโป่ง,55,49,62,111
งาว,บ้านโป่ง,56,42,62,104
งาว,บ้านโป่ง,57,44,59,103
งาว,บ้านโป่ง,58,35,50,85
งาว,บ้านโป่ง,59,50,65,115
งาว,บ้านโป่ง,60,53,60,113
งาว,บ้านโป่ง,61,60,51,111
งาว,บ้านโป่ง,62,47,55,102
งาว,บ้านโป่ง,63,51,66,117
งาว,บ้านโป่ง,64,60,57,117
งาว,บ้านโป่ง,65,58,65,123
งาว,บ้านโป่ง,66,43,65,108
งาว,บ้านโป่ง,67,49,54,103
งาว,บ้านโป่ง,68,60,41,101
งาว,บ้านโป่ง,69,37,44,81
งาว,บ้านโป่ง,70,49,51,100
งาว,บ้านโป่ง,71,40,45,85
งาว,บ้านโป่ง,72,45,35,80
งาว,บ้านโป่ง,73,36,34,70
งาว,บ้านโป่ง,74,26,27,53
งาว,บ้านโป่ง,75,26,32,58
งาว,บ้านโป่ง,76,15,27,42
งาว,บ้านโป่ง,77,15,13,28
งาว,บ้านโป่ง,78,14,11,25
งาว,บ้านโป่ง,79,7,18,25
งาว,บ้านโป่ง,80,12,7,19
งาว,บ้านโป่ง,81,6,6,12
งาว,บ้านโป่ง,82,4,10,14
งาว,บ้านโป่ง,83,9,8,17
งาว,บ้านโป่ง,84,7,9,16
งาว,บ้านโป่ง,85,2,6,8
งาว,บ้านโป่ง,86,4,8,12
งาว,บ้านโป่ง,87,5,6,11
งาว,บ้านโป่ง,88,3,3,6
งาว,บ้านโป่ง,89,4,5,9
งาว,บ้านโป่ง,90,4,5,9
งาว,บ้านโป่ง,91,1,4,5
งาว,บ้านโป่ง,92,1,2,3
งาว,บ้านโป่ง,93,3,2,5
งาว,บ้านโป่ง,94,3,3,6
งาว,บ้านโป่ง,95,0,1,1
งาว,บ้านโป่ง,96,1,3,4
งาว,บ้านโป่ง,97,1,0,1
งาว,บ้านโป่ง,98,0,0,0
งาว,บ้านโป่ง,99,0,0,0
งาว,บ้านโป่ง,100,0,0,0
งาว,บ้านโป่ง,100,0,0,0
งาว,ปงเตา,0,13,10,23
งาว,ปงเตา,1,23,18,41
งาว,ปงเตา,2,24,19,43
งาว,ปงเตา,3,18,26,44
งาว,ปงเตา,4,29,17,46
งาว,ปงเตา,5,18,28,46
งาว,ปงเตา,6,33,29,62
งาว,ปงเตา,7,35,28,63
งาว,ปงเตา,8,42,27,69
งาว,ปงเตา,9,29,37,66
งาว,ปงเตา,10,36,30,66
งาว,ปงเตา,11,29,26,55
งาว,ปงเตา,12,22,42,64
งาว,ปงเตา,13,30,36,66
งาว,ปงเตา,14,40,31,71
งาว,ปงเตา,15,34,25,59
งาว,ปงเตา,16,34,26,60
งาว,ปงเตา,17,35,31,66
งาว,ปงเตา,18,46,28,74
งาว,ปงเตา,19,28,27,55
งาว,ปงเตา,20,21,42,63
งาว,ปงเตา,21,30,35,65
งาว,ปงเตา,22,31,27,58
งาว,ปงเตา,23,22,31,53
งาว,ปงเตา,24,39,32,71
งาว,ปงเตา,25,39,29,68
งาว,ปงเตา,26,42,36,78
งาว,ปงเตา,27,52,48,100
งาว,ปงเตา,28,36,38,74
งาว,ปงเตา,29,48,53,101
งาว,ปงเตา,30,46,48,94
งาว,ปงเตา,31,44,51,95
งาว,ปงเตา,32,49,47,96
งาว,ปงเตา,33,57,36,93
งาว,ปงเตา,34,65,50,115
งาว,ปงเตา,35,53,49,102
งาว,ปงเตา,36,47,57,104
งาว,ปงเตา,37,43,43,86
งาว,ปงเตา,38,66,37,103
งาว,ปงเตา,39,60,34,94
งาว,ปงเตา,40,53,27,80
งาว,ปงเตา,41,41,39,80
งาว,ปงเตา,42,39,55,94
งาว,ปงเตา,43,46,48,94
งาว,ปงเตา,44,49,39,88
งาว,ปงเตา,45,55,51,106
งาว,ปงเตา,46,53,34,87
งาว,ปงเตา,47,46,37,83
งาว,ปงเตา,48,49,63,112
งาว,ปงเตา,49,50,38,88
งาว,ปงเตา,50,47,43,90
งาว,ปงเตา,51,41,50,91
งาว,ปงเตา,52,41,44,85
งาว,ปงเตา,53,32,40,72
งาว,ปงเตา,54,39,48,87
งาว,ปงเตา,55,54,59,113
งาว,ปงเตา,56,41,67,108
งาว,ปงเตา,57,49,59,108
งาว,ปงเตา,58,49,61,110
งาว,ปงเตา,59,49,50,99
งาว,ปงเตา,60,61,73,134
งาว,ปงเตา,61,62,61,123
งาว,ปงเตา,62,55,74,129
งาว,ปงเตา,63,53,58,111
งาว,ปงเตา,64,48,78,126
งาว,ปงเตา,65,71,67,138
งาว,ปงเตา,66,48,50,98
งาว,ปงเตา,67,45,59,104
งาว,ปงเตา,68,43,59,102
งาว,ปงเตา,69,58,66,124
งาว,ปงเตา,70,36,58,94
งาว,ปงเตา,71,47,45,92
งาว,ปงเตา,72,25,44,69
งาว,ปงเตา,73,31,28,59
งาว,ปงเตา,74,30,32,62
งาว,ปงเตา,75,26,28,54
งาว,ปงเตา,76,29,28,57
งาว,ปงเตา,77,19,19,38
งาว,ปงเตา,78,17,10,27
งาว,ปงเตา,79,15,13,28
งาว,ปงเตา,80,8,12,20
