district,sub_district,age,male,female,total
เมืองปาน,แจ้ซ้อน,84,11,10,21
เมืองปาน,แจ้ซ้อน,85,8,10,18
เมืองปาน,แจ้ซ้อน,86,7,4,11
เมืองปาน,แจ้ซ้อน,87,6,6,12
เมืองปาน,แจ้ซ้อน,88,4,3,7
เมืองปาน,แจ้ซ้อน,89,2,3,5
เมืองปาน,แจ้ซ้อน,90,3,2,5
เมืองปาน,แจ้ซ้อน,91,5,5,10
เมืองปาน,แจ้ซ้อน,92,3,2,5
เมืองปาน,แจ้ซ้อน,93,0,2,2
เมืองปาน,แจ้ซ้อน,94,0,1,1
เมืองปาน,แจ้ซ้อน,95,0,0,0
เมืองปาน,แจ้ซ้อน,96,1,1,2
เมืองปาน,แจ้ซ้อน,97,0,0,0
เมืองปาน,แจ้ซ้อน,98,0,1,1
เมืองปาน,แจ้ซ้อน,99,0,0,0
เมืองปาน,แจ้ซ้อน,100,0,0,0
เมืองปาน,แจ้ซ้อน,100,0,0,0
เมืองลำปาง,ต้นธงชัย,0,38,40,78
เมืองลำปาง,ต้นธงชัย,1,48,35,83
เมืองลำปาง,ต้นธงชัย,2,50,53,103
เมืองลำปาง,ต้นธงชัย,3,55,39,94
เมืองลำปาง,ต้นธงชัย,4,67,49,116
เมืองลำปาง,ต้นธงชัย,5,68,71,139
เมืองลำปาง,ต้นธงชัย,6,83,61,144
เมืองลำปาง,ต้นธงชัย,7,63,55,118
เมืองลำปาง,ต้นธงชัย,8,72,64,136
เมืองลำปาง,ต้นธงชัย,9,58,62,120
เมืองลำปาง,ต้นธงชัย,10,56,59,115
เมืองลำปาง,ต้นธงชัย,11,68,82,150
เมืองลำปาง,ต้นธงชัย,12,70,77,147
เมืองลำปาง,ต้นธงชัย,13,67,61,128
เมืองลำปาง,ต้นธงชัย,14,78,80,158
เมืองลำปาง,ต้นธงชัย,15,85,57,142
เมืองลำปาง,ต้นธงชัย,16,95,81,176
เมืองลำปาง,ต้นธงชัย,17,78,90,168
เมืองลำปาง,ต้นธงชัย,18,72,92,164
เมืองลำปาง,ต้นธงชัย,19,100,79,179
เมืองลำปาง,ต้นธงชัย,20,102,92,194
เมืองลำปาง,ต้นธงชัย,21,87,87,174
เมืองลำปาง,ต้นธงชัย,22,69,84,153
เมืองลำปาง,ต้นธงชัย,23,87,84,171
เมืองลำปาง,ต้นธงชัย,24,85,86,171
เมืองลำปาง,ต้นธงชัย,25,98,95,193
เมืองลำปาง,ต้นธงชัย,26,84,84,168
เมืองลำปาง,ต้นธงชัย,27,102,112,214
เมืองลำปาง,ต้นธงชัย,28,133,114,247
เมืองลำปาง,ต้นธงชัย,29,142,155,297
เมืองลำปาง,ต้นธงชัย,30,125,117,242
เมืองลำปาง,ต้นธงชัย,31,123,127,250
เมืองลำปาง,ต้นธงชัย,32,139,125,264
เมืองลำปาง,ต้นธงชัย,33,125,141,266
เมืองลำปาง,ต้นธงชัย,34,131,143,274
เมืองลำปาง,ต้นธงชัย,35,129,133,262
เมืองลำปาง,ต้นธงชัย,36,120,138,258
เมืองลำปาง,ต้นธงชัย,37,138,121,259
เมืองลำปาง,ต้นธงชัย,38,124,161,285
เมืองลำปาง,ต้นธงชัย,39,129,114,243
เมืองลำปาง,ต้นธงชัย,40,135,136,271
เมืองลำปาง,ต้นธงชัย,41,118,151,269
เมืองลำปาง,ต้นธงชัย,42,106,120,226
เมืองลำปาง,ต้นธงชัย,43,111,131,242
เมืองลำปาง,ต้นธงชัย,44,151,169,320
เมืองลำปาง,ต้นธงชัย,45,116,141,257
เมืองลำปาง,ต้นธงชัย,46,105,140,245
เมืองลำปาง,ต้นธงชัย,47,92,146,238
เมืองลำปาง,ต้นธงชัย,48,117,136,253
เมืองลำปาง,ต้นธงชัย,49,112,161,273
เมืองลำปาง,ต้นธงชัย,50,118,146,264
เมืองลำปาง,ต้นธงชัย,51,119,143,262
เมืองลำปาง,ต้นธงชัย,52,118,149,267
เมืองลำปาง,ต้นธงชัย,53,116,154,270
เมืองลำปาง,ต้นธงชัย,54,142,144,286
เมืองลำปาง,ต้นธงชัย,55,125,151,276
เมืองลำปาง,ต้นธงชัย,56,131,147,278
เมืองลำปาง,ต้นธงชัย,57,119,165,284
เมืองลำปาง,ต้นธงชัย,58,143,162,305
เมืองลำปาง,ต้นธงชัย,59,128,137,265
เมืองลำปาง,ต้นธงชัย,60,137,144,281
เมืองลำปาง,ต้นธงชัย,61,117,138,255
เมืองลำปาง,ต้นธงชัย,62,132,155,287
เมืองลำปาง,ต้นธงชัย,63,123,159,282
เมืองลำปาง,ต้นธงชัย,64,118,169,287
เมืองลำปาง,ต้นธงชัย,65,142,137,279
เมืองลำปาง,ต้นธงชัย,66,120,160,280
เมืองลำปาง,ต้นธงชัย,67,137,142,279
เมืองลำปาง,ต้นธงชัย,68,100,145,245
เมืองลำปาง,ต้นธงชัย,69,105,149,254
เมืองลำปาง,ต้นธงชัย,70,109,129,238
เมืองลำปาง,ต้นธงชัย,71,99,114,213
เมืองลำปาง,ต้นธงชัย,72,77,89,166
เมืองลำปาง,ต้นธงชัย,73,79,100,179
เมืองลำปาง,ต้นธงชัย,74,64,78,142
เมืองลำปาง,ต้นธงชัย,75,48,61,109
เมืองลำปาง,ต้นธงชัย,76,50,43,93
เมืองลำปาง,ต้นธงชัย,77,35,55,90
เมืองลำปาง,ต้นธงชัย,78,45,55,100
เมืองลำปาง,ต้นธงชัย,79,30,40,70
เมืองลำปาง,ต้นธงชัย,80,36,33,69
เมืองลำปาง,ต้นธงชัย,81,22,35,57
เมืองลำปาง,ต้นธงชัย,82,23,22,45
เมืองลำปาง,ต้นธงชัย,83,23,30,53
เมืองลำปาง,ต้นธงชัย,84,16,22,38
เมืองลำปาง,ต้นธงชัย,85,9,19,28
เมืองลำปาง,ต้นธงชัย,86,22,16,38
เมืองลำปาง,ต้นธงชัย,87,11,21,32
เมืองลำปาง,ต้นธงชัย,88,11,20,31
เมืองลำปาง,ต้นธงชัย,89,14,9,23
เมืองลำปาง,ต้นธงชัย,90,11,8,19
เมืองลำปาง,ต้นธงชัย,91,5,8,13
เมืองลำปาง,ต้นธงชัย,92,6,9,15
เมืองลำปาง,ต้นธงชัย,93,2,7,9
เมืองลำปาง,ต้นธงชัย,94,1,7,8
เมืองลำปาง,ต้นธงชัย,95,1,3,4
เมืองลำปาง,ต้นธงชัย,96,2,1,3
เมืองลำปาง,ต้นธงชัย,97,0,0,0
เมืองลำปาง,ต้นธงชัย,98,0,1,1
เมืองลำปาง,ต้นธงชัย,99,0,0,0
เมืองลำปาง,ต้นธงชัย,100,2,0,2
เมืองลำปาง,ต้นธงชัย,100,0,0,0
เมืองลำปาง,ทุ่งฝาย,0,14,19,33
เมืองลำปาง,ทุ่งฝาย,1,14,15,29
เมืองลำปาง,ทุ่งฝาย,2,19,24,43
เมืองลำปาง,ทุ่งฝาย,3,27,23,50
เมืองลำปาง,ทุ่งฝาย,4,28,28,56
เมืองลำปาง,ทุ่งฝาย,5,32,24,56
เมืองลำปาง,ทุ่งฝาย,6,26,24,50
เมืองลำปาง,ทุ่งฝาย,7,23,23,46
เมืองลำปาง,ทุ่งฝาย,8,26,24,50
เมืองลำปาง,ทุ่งฝาย,9,34,32,66
เมืองลำปาง,ทุ่งฝาย,10,36,29,65
เมืองลำปาง,ทุ่งฝาย,11,35,26,61
เมืองลำปาง,ทุ่งฝาย,12,43,27,70
เมืองลำปาง,ทุ่งฝาย,13,23,39,62
เมืองลำปาง,ทุ่งฝาย,14,33,35,68
เมืองลำปาง,ทุ่งฝาย,15,33,32,65
เมืองลำปาง,ทุ่งฝาย,16,28,31,59
เมืองลำปาง,ทุ่งฝาย,17,31,28,59
เมืองลำปาง,ทุ่งฝาย,18,33,38,71
เมืองลำปาง,ทุ่งฝาย,19,29,25,54
เมืองลำปาง,ทุ่งฝาย,20,38,25,63
เมืองลำปาง,ทุ่งฝาย,21,33,21,54
เมืองลำปาง,ทุ่งฝาย,22,34,32,66
เมืองลำปาง,ทุ่งฝาย,23,31,36,67
เมืองลำปาง,ทุ่งฝาย,24,31,35,66
เมืองลำปาง,ทุ่งฝาย,25,28,33,61
เมืองลำปาง,ทุ่งฝาย,26,35,45,80
เมืองลำปาง,ทุ่งฝาย,27,44,45,89
เมืองลำปาง,ทุ่งฝาย,28,54,51,105
เมืองลำปาง,ทุ่งฝาย,29,48,46,94
เมืองลำปาง,ทุ่งฝาย,30,55,60,115
เมืองลำปาง,ทุ่งฝาย,31,44,48,92
เมืองลำปาง,ทุ่งฝาย,32,69,41,110
เมืองลำปาง,ทุ่งฝาย,33,70,52,122
เมืองลำปาง,ทุ่งฝาย,34,59,53,112
เมืองลำปาง,ทุ่งฝาย,35,48,53,101
เมืองลำปาง,ทุ่งฝาย,36,48,47,95
เมืองลำปาง,ทุ่งฝาย,37,48,43,91
เมืองลำปาง,ทุ่งฝาย,38,48,60,108
เมืองลำปาง,ทุ่งฝาย,39,54,55,109
เมืองลำปาง,ทุ่งฝาย,40,65,54,119
เมืองลำปาง,ทุ่งฝาย,41,51,48,99
เมืองลำปาง,ทุ่งฝาย,42,52,54,106
เมืองลำปาง,ทุ่งฝาย,43,49,50,99
เมืองลำปาง,ทุ่งฝาย,44,62,45,107
เมืองลำปาง,ทุ่งฝาย,45,39,55,94
เมืองลำปาง,ทุ่งฝาย,46,40,50,90
เมืองลำปาง,ทุ่งฝาย,47,55,55,110
เมืองลำปาง,ทุ่งฝาย,48,53,46,99
เมืองลำปาง,ทุ่งฝาย,49,57,48,105
เมืองลำปาง,ทุ่งฝาย,50,50,49,99
เมืองลำปาง,ทุ่งฝาย,51,48,41,89
เมืองลำปาง,ทุ่งฝาย,52,48,52,100
เมืองลำปาง,ทุ่งฝาย,53,51,60,111
เมืองลำปาง,ทุ่งฝาย,54,49,70,119
เมืองลำปาง,ทุ่งฝาย,55,59,66,125
เมืองลำปาง,ทุ่งฝาย,56,45,69,114
เมืองลำปาง,ทุ่งฝาย,57,49,55,104
เมืองลำปาง,ทุ่งฝาย,58,59,93,152
เมืองลำปาง,ทุ่งฝาย,59,57,79,136
เมืองลำปาง,ทุ่งฝาย,60,62,76,138
เมืองลำปาง,ทุ่งฝาย,61,63,95,158
เมืองลำปาง,ทุ่งฝาย,62,58,85,143
เมืองลำปาง,ทุ่งฝาย,63,63,81,144
เมืองลำปาง,ทุ่งฝาย,64,75,100,175
เมืองลำปาง,ทุ่งฝาย,65,73,73,146
เมืองลำปาง,ทุ่งฝาย,66,61,75,136
เมืองลำปาง,ทุ่งฝาย,67,60,45,105
เมืองลำปาง,ทุ่งฝาย,68,52,60,112
เมืองลำปาง,ทุ่งฝาย,69,38,62,100
เมืองลำปาง,ทุ่งฝาย,70,39,52,91
เมืองลำปาง,ทุ่งฝาย,71,43,53,96
เมืองลำปาง,ทุ่งฝาย,72,35,55,90
เมืองลำปาง,ทุ่งฝาย,73,26,31,57
เมืองลำปาง,ทุ่งฝาย,74,23,37,60
เมืองลำปาง,ทุ่งฝาย,75,24,37,61
เมืองลำปาง,ทุ่งฝาย,76,14,24,38
เมืองลำปาง,ทุ่งฝาย,77,18,19,37
เมืองลำปาง,ทุ่งฝาย,78,13,10,23
เมืองลำปาง,ทุ่งฝาย,79,12,8,20
เมืองลำปาง,ทุ่งฝาย,80,9,19,28
เมืองลำปาง,ทุ่งฝาย,81,10,19,29
เมืองลำปาง,ทุ่งฝาย,82,6,16,22
เมืองลำปาง,ทุ่งฝาย,83,11,8,19
เมืองลำปาง,ทุ่งฝาย,84,10,9,19
เมืองลำปาง,ทุ่งฝาย,85,6,11,17
เมืองลำปาง,ทุ่งฝาย,86,1,15,16
เมืองลำปาง,ทุ่งฝาย,87,8,11,19
เมืองลำปาง,ทุ่งฝาย,88,8,11,19
เมืองลำปาง,ทุ่งฝาย,89,4,5,9
เมืองลำปาง,ทุ่งฝาย,90,4,5,9
เมืองลำปาง,ทุ่งฝาย,91,3,3,6
เมืองลำปาง,ทุ่งฝาย,92,4,4,8
เมืองลำปาง,ทุ่งฝาย,93,2,2,4
เมืองลำปาง,ทุ่งฝาย,94,4,1,5
เมืองลำปาง,ทุ่งฝาย,95,1,3,4
เมืองลำปาง,ทุ่งฝาย,96,3,2,5
เมืองลำปาง,ทุ่งฝาย,97,0,1,1
เมืองลำปาง,ทุ่งฝาย,98,0,2,2
เมืองลำปาง,ทุ่งฝาย,99,0,1,1
เมืองลำปาง,ทุ่งฝาย,100,0,0,0
เมืองลำปาง,ทุ่งฝาย,100,1,0,1
เมืองลำปาง,นิคมพัฒนา,0,15,5,20
เมืองลำปาง,นิคมพัฒนา,1,7,11,18
เมืองลำปาง,นิคมพัฒนา,2,15,20,35
เมืองลำปาง,นิคมพัฒนา,3,11,14,25
เมืองลำปาง,นิคมพัฒนา,4,15,14,29
เมืองลำปาง,นิคมพัฒนา,5,12,19,31
เมืองลำปาง,นิคมพัฒนา,6,18,19,37
เมืองลำปาง,นิคมพัฒนา,7,19,15,34
เมืองลำปาง,นิคมพัฒนา,8,19,17,36
เมืองลำปาง,นิคมพัฒนา,9,26,19,45
เมืองลำปาง,นิคมพัฒนา,10,18,23,41
เมืองลำปาง,นิคมพัฒนา,11,19,23,42
เมืองลำปาง,นิคมพัฒนา,12,30,20,50
เมืองลำปาง,นิคมพัฒนา,13,23,27,50
เมืองลำปาง,นิคมพัฒนา,14,26,20,46
เมืองลำปาง,นิคมพัฒนา,15,25,21,46
เมืองลำปาง,นิคมพัฒนา,16,32,23,55
เมืองลำปาง,นิคมพัฒนา,17,18,18,36
เมืองลำปาง,นิคมพัฒนา,18,35,33,68
เมืองลำปาง,นิคมพัฒนา,19,27,26,53
เมืองลำปาง,นิคมพัฒนา,20,27,25,52
เมืองลำปาง,นิคมพัฒนา,21,21,28,49
เมืองลำปาง,นิคมพัฒนา,22,18,20,38
เมืองลำปาง,นิคมพัฒนา,23,25,23,48
เมืองลำปาง,นิคมพัฒนา,24,22,20,42
เมืองลำปาง,นิคมพัฒนา,25,23,30,53
เมืองลำปาง,นิคมพัฒนา,26,23,21,44
เมืองลำปาง,นิคมพัฒนา,27,26,35,61
เมืองลำปาง,นิคมพัฒนา,28,28,37,65
เมืองลำปาง,นิคมพัฒนา,29,35,30,65
เมืองลำปาง,นิคมพัฒนา,30,43,34,77
เมืองลำปาง,นิคมพัฒนา,31,25,35,60
เมืองลำปาง,นิคมพัฒนา,32,35,38,73
เมืองลำปาง,นิคมพัฒนา,33,43,34,77
เมืองลำปาง,นิคมพัฒนา,34,32,41,73
เมืองลำปาง,นิคมพัฒนา,35,33,34,67
เมืองลำปาง,นิคมพัฒนา,36,35,44,79
เมืองลำปาง,นิคมพัฒนา,37,22,23,45
เมืองลำปาง,นิคมพัฒนา,38,44,30,74
เมืองลำปาง,นิคมพัฒนา,39,30,35,65
เมืองลำปาง,นิคมพัฒนา,40,33,45,78
เมืองลำปาง,นิคมพัฒนา,41,35,31,66
เมืองลำปาง,นิคมพัฒนา,42,36,27,63
เมืองลำปาง,นิคมพัฒนา,43,33,28,61
เมืองลำปาง,นิคมพัฒนา,44,40,35,75
เมืองลำปาง,นิคมพัฒนา,45,44,27,71
เมืองลำปาง,นิคมพัฒนา,46,38,43,81
เมืองลำปาง,นิคมพัฒนา,47,51,37,88
เมืองลำปาง,นิคมพัฒนา,48,39,41,80
เมืองลำปาง,นิคมพัฒนา,49,31,38,69
เมืองลำปาง,นิคมพัฒนา,50,37,39,76
เมืองลำปาง,นิคมพัฒนา,51,38,40,78
เมืองลำปาง,นิคมพัฒนา,52,40,49,89
เมืองลำปาง,นิคมพัฒนา,53,45,55,100
เมืองลำปาง,นิคมพัฒนา,54,36,51,87
เมืองลำปาง,นิคมพัฒนา,55,38,57,95
เมืองลำปาง,นิคมพัฒนา,56,46,51,97
เมืองลำปาง,นิคมพัฒนา,57,33,59,92
เมืองลำปาง,นิคมพัฒนา,58,36,54,90
เมืองลำปาง,นิคมพัฒนา,59,45,49,94
เมืองลำปาง,นิคมพัฒนา,60,37,49,86
เมืองลำปาง,นิคมพัฒนา,61,48,63,111
เมืองลำปาง,นิคมพัฒนา,62,47,55,102
เมืองลำปาง,นิคมพัฒนา,63,37,48,85
เมืองลำปาง,นิคมพัฒนา,64,40,38,78
เมืองลำปาง,นิคมพัฒนา,65,42,47,89
เมืองลำปาง,นิคมพัฒนา,66,46,35,81
เมืองลำปาง,นิคมพัฒนา,67,37,32,69
เมืองลำปาง,นิคมพัฒนา,68,42,27,69
เมืองลำปาง,นิคมพัฒนา,69,28,47,75
เมืองลำปาง,นิคมพัฒนา,70,25,34,59
เมืองลำปาง,นิคมพัฒนา,71,33,30,63
เมืองลำปาง,นิคมพัฒนา,72,24,44,68
เมืองลำปาง,นิคมพัฒนา,73,26,21,47
เมืองลำปาง,นิคมพัฒนา,74,30,13,43
เมืองลำปาง,นิคมพัฒนา,75,22,25,47
เมืองลำปาง,นิคมพัฒนา,76,19,20,39
เมืองลำปาง,นิคมพัฒนา,77,22,11,33
เมืองลำปาง,นิคมพัฒนา,78,11,11,22
เมืองลำปาง,นิคมพัฒนา,79,11,7,18
เมืองลำปาง,นิคมพัฒนา,80,7,14,21
เมืองลำปาง,นิคมพัฒนา,81,12,6,18
เมืองลำปาง,นิคมพัฒนา,82,7,8,15
เมืองลำปาง,นิคมพัฒนา,83,7,5,12
เมืองลำปาง,นิคมพัฒนา,84,8,8,16
เมืองลำปาง,นิคมพัฒนา,85,3,6,9
เมืองลำปาง,นิคมพัฒนา,86,0,5,5
เมืองลำปาง,นิคมพัฒนา,87,0,4,4
เมืองลำปาง,นิคมพัฒนา,88,1,9,10
เมืองลำปาง,นิคมพัฒนา,89,1,8,9
เมืองลำปาง,นิคมพัฒนา,90,2,2,4
เมืองลำปาง,นิคมพัฒนา,91,0,3,3
เมืองลำปาง,นิคมพัฒนา,92,1,3,4
เมืองลำปาง,นิคมพัฒนา,93,1,1,2
เมืองลำปาง,นิคมพัฒนา,94,0,2,2
เมืองลำปาง,นิคมพัฒนา,95,0,2,2
เมืองลำปาง,นิคมพัฒนา,96,0,1,1
เมืองลำปาง,นิคมพัฒนา,97,0,0,0
เมืองลำปาง,นิคมพัฒนา,98,0,0,0
เมืองลำปาง,นิคมพัฒนา,99,1,0,1
เมืองลำปาง,นิคมพัฒนา,100,0,0,0
เมืองลำปาง,นิคมพัฒนา,100,0,0,0
เมืองลำปาง,บุญนาคพัฒนา,0,10,10,20
เมืองลำปาง,บุญนาคพัฒนา,1,7,11,18
เมืองลำปาง,บุญนาคพัฒนา,2,12,20,32
เมืองลำปาง,บุญนาคพัฒนา,3,15,7,22
เมืองลำปาง,บุญนาคพัฒนา,4,7,8,15
เมืองลำปาง,บุญนาคพัฒนา,5,12,12,24
เมืองลำปาง,บุญนาคพัฒนา,6,17,20,37
เมืองลำปาง,บุญนาคพัฒนา,7,17,14,31
เมืองลำปาง,บุญนาคพัฒนา,8,17,12,29
เมืองลำปาง,บุญนาคพัฒนา,9,19,30,49
เมืองลำปาง,บุญนาคพัฒนา,10,19,15,34
เมืองลำปาง,บุญนาคพัฒนา,11,22,20,42
เมืองลำปาง,บุญนาคพัฒนา,12,18,15,33
เมืองลำปาง,บุญนาคพัฒนา,13,29,18,47
เมืองลำปาง,บุญนาคพัฒนา,14,23,22,45
เมืองลำปาง,บุญนาคพัฒนา,15,21,19,40
เมืองลำปาง,บุญนาคพัฒนา,16,24,16,40
เมืองลำปาง,บุญนาคพัฒนา,17,20,25,45
เมืองลำปาง,บุญนาคพัฒนา,18,29,17,46
เมืองลำปาง,บุญนาคพัฒนา,19,24,20,44
เมืองลำปาง,บุญนาคพัฒนา,20,27,16,43
เมืองลำปาง,บุญนาคพัฒนา,21,28,15,43
เมืองลำปาง,บุญนาคพัฒนา,22,24,23,47
เมืองลำปาง,บุญนาคพัฒนา,23,22,25,47
เมืองลำปาง,บุญนาคพัฒนา,24,25,20,45
เมืองลำปาง,บุญนาคพัฒนา,25,20,22,42
เมืองลำปาง,บุญนาคพัฒนา,26,27,26,53
เมืองลำปาง,บุญนาคพัฒนา,27,32,28,60
เมืองลำปาง,บุญนาคพัฒนา,28,31,38,69
เมืองลำปาง,บุญนาคพัฒนา,29,36,34,70
เมืองลำปาง,บุญนาคพัฒนา,30,30,39,69
เมืองลำปาง,บุญนาคพัฒนา,31,45,29,74
เมืองลำปาง,บุญนาคพัฒนา,32,35,25,60
เมืองลำปาง,บุญนาคพัฒนา,33,32,31,63
เมืองลำปาง,บุญนาคพัฒนา,34,29,32,61
เมืองลำปาง,บุญนาคพัฒนา,35,29,23,52
เมืองลำปาง,บุญนาคพัฒนา,36,38,44,82
เมืองลำปาง,บุญนาคพัฒนา,37,33,42,75
เมืองลำปาง,บุญนาคพัฒนา,38,36,30,66
เมืองลำปาง,บุญนาคพัฒนา,39,39,35,74
เมืองลำปาง,บุญนาคพัฒนา,40,35,22,57
เมืองลำปาง,บุญนาคพัฒนา,41,32,32,64
เมืองลำปาง,บุญนาคพัฒนา,42,30,32,62
เมืองลำปาง,บุญนาคพัฒนา,43,31,32,63
เมืองลำปาง,บุญนาคพัฒนา,44,26,33,59
เมืองลำปาง,บุญนาคพัฒนา,45,28,27,55
เมืองลำปาง,บุญนาคพัฒนา,46,30,36,66
เมืองลำปาง,บุญนาคพัฒนา,47,43,24,67
เมืองลำปาง,บุญนาคพัฒนา,48,25,35,60
เมืองลำปาง,บุญนาคพัฒนา,49,32,37,69
เมืองลำปาง,บุญนาคพัฒนา,50,26,38,64
เมืองลำปาง,บุญนาคพัฒนา,51,30,48,78
เมืองลำปาง,บุญนาคพัฒนา,52,53,29,82
เมืองลำปาง,บุญนาคพัฒนา,53,36,37,73
เมืองลำปาง,บุญนาคพัฒนา,54,40,41,81
เมืองลำปาง,บุญนาคพัฒนา,55,50,47,97
เมืองลำปาง,บุญนาคพัฒนา,56,35,43,78
เมืองลำปาง,บุญนาคพัฒนา,57,36,50,86
เมืองลำปาง,บุญนาคพัฒนา,58,32,51,83
เมืองลำปาง,บุญนาคพัฒนา,59,48,65,113
เมืองลำปาง,บุญนาคพัฒนา,60,35,50,85
เมืองลำปาง,บุญนาคพัฒนา,61,45,41,86
เมืองลำปาง,บุญนาคพัฒนา,62,37,40,77
เมืองลำปาง,บุญนาคพัฒนา,63,50,51,101
เมืองลำปาง,บุญนาคพัฒนา,64,26,38,64
เมืองลำปาง,บุญนาคพัฒนา,65,49,40,89
เมืองลำปาง,บุญนาคพัฒนา,66,33,30,63
เมืองลำปาง,บุญนาคพัฒนา,67,28,47,75
เมืองลำปาง,บุญนาคพัฒนา,68,28,43,71
เมืองลำปาง,บุญนาคพัฒนา,69,26,37,63
เมืองลำปาง,บุญนาคพัฒนา,70,24,30,54
เมืองลำปาง,บุญนาคพัฒนา,71,26,38,64
เมืองลำปาง,บุญนาคพัฒนา,72,21,29,50
เมืองลำปาง,บุญนาคพัฒนา,73,21,34,55
เมืองลำปาง,บุญนาคพัฒนา,74,16,10,26
เมืองลำปาง,บุญนาคพัฒนา,75,14,20,34
เมืองลำปาง,บุญนาคพัฒนา,76,12,18,30
เมืองลำปาง,บุญนาคพัฒนา,77,5,13,18
เมืองลำปาง,บุญนาคพัฒนา,78,8,13,21
เมืองลำปาง,บุญนาคพัฒนา,79,7,8,15
เมืองลำปาง,บุญนาคพัฒนา,80,13,6,19
เมืองลำปาง,บุญนาคพัฒนา,81,10,14,24
เมืองลำปาง,บุญนาคพัฒนา,82,10,9,19
เมืองลำปาง,บุญนาคพัฒนา,83,5,6,11
เมืองลำปาง,บุญนาคพัฒนา,84,7,3,10
เมืองลำปาง,บุญนาคพัฒนา,85,2,5,7
เมืองลำปาง,บุญนาคพัฒนา,86,6,8,14
เมืองลำปาง,บุญนาคพัฒนา,87,3,7,10
เมืองลำปาง,บุญนาคพัฒนา,88,3,6,9
เมืองลำปาง,บุญนาคพัฒนา,89,1,6,7
เมืองลำปาง,บุญนาคพัฒนา,90,4,3,7
เมืองลำปาง,บุญนาคพัฒนา,91,3,4,7
เมืองลำปาง,บุญนาคพัฒนา,92,1,3,4
เมืองลำปาง,บุญนาคพัฒนา,93,0,5,5
เมืองลำปาง,บุญนาคพัฒนา,94,1,0,1
เมืองลำปาง,บุญนาคพัฒนา,95,2,1,3
เมืองลำปาง,บุญนาคพัฒนา,96,0,0,0
เมืองลำปาง,บุญนาคพัฒนา,97,0,1,1
เมืองลำปาง,บุญนาคพัฒนา,98,0,0,0
เมืองลำปาง,บุญนาคพัฒนา,99,0,1,1
เมืองลำปาง,บุญนาคพัฒนา,100,0,0,0
เมืองลำปาง,บุญนาคพัฒนา,100,0,1,1
เมืองลำปาง,บ่อแฮ้ว,0,19,17,36
เมืองลำปาง,บ่อแฮ้ว,1,27,30,57
เมืองลำปาง,บ่อแฮ้ว,2,30,20,50
เมืองลำปาง,บ่อแฮ้ว,3,31,31,62
เมืองลำปาง,บ่อแฮ้ว,4,34,36,70
เมืองลำปาง,บ่อแฮ้ว,5,36,25,61
เมืองลำปาง,บ่อแฮ้ว,6,40,28,68
เมืองลำปาง,บ่อแฮ้ว,7,38,24,62
เมืองลำปาง,บ่อแฮ้ว,8,40,34,74
เมืองลำปาง,บ่อแฮ้ว,9,39,32,71
เมืองลำปาง,บ่อแฮ้ว,10,43,32,75
เมืองลำปาง,บ่อแฮ้ว,11,33,47,80
เมืองลำปาง,บ่อแฮ้ว,12,44,34,78
เมืองลำปาง,บ่อแฮ้ว,13,78,55,133
เมืองลำปาง,บ่อแฮ้ว,14,76,59,135
เมืองลำปาง,บ่อแฮ้ว,15,64,56,120
เมืองลำปาง,บ่อแฮ้ว,16,78,46,124
เมืองลำปาง,บ่อแฮ้ว,17,61,64,125
เมืองลำปาง,บ่อแฮ้ว,18,61,54,115
เมืองลำปาง,บ่อแฮ้ว,19,52,47,99
เมืองลำปาง,บ่อแฮ้ว,20,45,39,84
เมืองลำปาง,บ่อแฮ้ว,21,39,47,86
เมืองลำปาง,บ่อแฮ้ว,22,30,40,70
เมืองลำปาง,บ่อแฮ้ว,23,38,56,94
เมืองลำปาง,บ่อแฮ้ว,24,39,41,80
เมืองลำปาง,บ่อแฮ้ว,25,46,33,79
เมืองลำปาง,บ่อแฮ้ว,26,51,45,96
เมืองลำปาง,บ่อแฮ้ว,27,51,56,107
เมืองลำปาง,บ่อแฮ้ว,28,62,70,132
เมืองลำปาง,บ่อแฮ้ว,29,76,74,150
เมืองลำปาง,บ่อแฮ้ว,30,73,72,145
เมืองลำปาง,บ่อแฮ้ว,31,66,75,141
เมืองลำปาง,บ่อแฮ้ว,32,63,85,148
เมืองลำปาง,บ่อแฮ้ว,33,62,57,119
เมืองลำปาง,บ่อแฮ้ว,34,70,82,152
เมืองลำปาง,บ่อแฮ้ว,35,73,81,154
เมืองลำปาง,บ่อแฮ้ว,36,67,77,144
เมืองลำปาง,บ่อแฮ้ว,37,62,76,138
เมืองลำปาง,บ่อแฮ้ว,38,70,73,143
เมืองลำปาง,บ่อแฮ้ว,39,67,78,145
เมืองลำปาง,บ่อแฮ้ว,40,66,75,141
เมืองลำปาง,บ่อแฮ้ว,41,59,77,136
เมืองลำปาง,บ่อแฮ้ว,42,74,91,165
เมืองลำปาง,บ่อแฮ้ว,43,73,61,134
เมืองลำปาง,บ่อแฮ้ว,44,66,80,146
เมืองลำปาง,บ่อแฮ้ว,45,52,67,119
เมืองลำปาง,บ่อแฮ้ว,46,47,77,124
เมืองลำปาง,บ่อแฮ้ว,47,61,70,131
เมืองลำปาง,บ่อแฮ้ว,48,57,78,135
เมืองลำปาง,บ่อแฮ้ว,49,45,59,104
เมืองลำปาง,บ่อแฮ้ว,50,62,45,107
เมืองลำปาง,บ่อแฮ้ว,51,57,68,125
