province,district,sub-district,unit_number,village,place,latitude,longitude,full_address
ลำปาง,เมืองปาน,แจ้ซ้อน,15,14,โบสถ์แม่แวน,18.801899037427003,99.51234463953861,"โบสถ์แม่แวน, หมู่ที่ 14, แจ้ซ้อน, เมืองปาน, ลำปาง"
ลำปาง,เมืองลำปาง,บ้านเสด็จ,1,1,ศาลาอเนกประสงค์บ้านทรายมูล 1,18.43176569,99.6261146,"ศาลาอเนกประสงค์บ้านทรายมูล 1, หมู่ที่ 1, บ้านเสด็จ, เมืองลำปาง, ลำปาง"
ลำปาง,เมืองลำปาง,บ้านเสด็จ,2,2,โรงเรียนบ้านจำค่า,18.42120145,99.65960416,"โรงเรียนบ้านจำค่า, หมู่ที่ 2, บ้านเสด็จ, เมืองลำปาง, ลำปาง"
ลำปาง,เมืองลำปาง,บ้านเสด็จ,3,3,อาคารอเนกประสงค์ประจำหมู่บ้าน,18.389445418018266,99.61433180588675,"อาคารอเนกประสงค์ประจำหมู่บ้าน, หมู่ที่ 3, บ้านเสด็จ, เมืองลำปาง, ลำปาง"
ลำปาง,เมืองลำปาง,บ้านเสด็จ,4,3,รพ.สต.บ้านทรายทอง,18.399503,99.610138,"รพ.สต.บ้านทรายทอง, หมู่ที่ 3, บ้านเสด็จ, เมืองลำปาง, ลำปาง"
ลำปาง,เมืองลำปาง,บ้านเสด็จ,5,4,วัดปงอ้อม,18.396303,99.60802,"วัดปงอ้อม, หมู่ที่ 4, บ้านเสด็จ, เมืองลำปาง, ลำปาง"
ลำปาง,เมืองลำปาง,บ้านเสด็จ,6,5,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.38704437487851,99.61560846316999,"ศาลาอเนกประสงค์ประจำหมู่บ้าน, หมู่ที่ 5, บ้านเสด็จ, เมืองลำปาง, ลำปาง"
ลำปาง,เมืองลำปาง,บ้านเสด็จ,7,6,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.385852290497535,99.61805259835577,"ศาลาอเนกประสงค์ประจำหมู่บ้าน, หมู่ที่ 6, บ้านเสด็จ, เมืองลำปาง, ลำปาง"
ลำปาง,เมืองลำปาง,บ้านเสด็จ,8,7,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.38632450059142,99.62073063487627,"ศาลาอเนกประสงค์ประจำหมู่บ้าน, หมู่ที่ 7, บ้านเสด็จ, เมืองลำปาง, ลำปาง"
ลำปาง,เมืองลำปาง,บ้านเสด็จ,9,8,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.388280636954125,99.62261965380372,"ศาลาอเนกประสงค์ประจำหมู่บ้าน, หมู่ที่ 8, บ้านเสด็จ, เมืองลำปาง, ลำปาง"
ลำปาง,เมืองลำปาง,บ้านเสด็จ,10,9,ศาลาอเนกประสงค์ SML,18.39097352198173,99.62299811411326,"ศาลาอเนกประสงค์ SML, หมู่ที่ 9, บ้านเสด็จ, เมืองลำปาง, ลำปาง"
ลำปาง,เมืองลำปาง,บ้านเสด็จ,11,10,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.393374565121487,99.62172145683002,"ศาลาอเนกประสงค์ประจำหมู่บ้าน, หมู่ที่ 10, บ้านเสด็จ, เมืองลำปาง, ลำปาง"
ลำปาง,เมืองลำปาง,บ้านเสด็จ,12,10,ศาลาอเนกประสงค์วัดทรายเหนือ,18.40967601,99.61055241,"ศาลาอเนกประสงค์วัดทรายเหนือ, หมู่ที่ 10, บ้านเสด็จ, เมืองลำปาง, ลำปาง"
ลำปาง,เมืองลำปาง,บ้านเสด็จ,13,11,โรงเรียนวัดเสด็จ,18.38882105,99.59531863,"โรงเรียนวัดเสด็จ, หมู่ที่ 11, บ้านเสด็จ, เมืองลำปาง, ลำปาง"
ลำปาง,เมืองลำปาง,บ้านเสด็จ,14,12,ศาลาประชาคม,18.394566649502462,99.61927732164423,"ศาลาประชาคม, หมู่ที่ 12, บ้านเสด็จ, เมืองลำปาง, ลำปาง"
ลำปาง,เมืองลำปาง,บ้านเสด็จ,15,13,วัดทรายมูล,18.432188,99.623192,"วัดทรายมูล, หมู่ที่ 13, บ้านเสด็จ, เมืองลำปาง, ลำปาง"
ลำปาง,เมืองลำปาง,บ้านเสด็จ,16,14,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.394094439408576,99.61659928512374,"ศาลาอเนกประสงค์ประจำหมู่บ้าน, หมู่ที่ 14, บ้านเสด็จ, เมืองลำปาง, ลำปาง"
ลำปาง,เมืองลำปาง,บ้านเสด็จ,17,15,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.392138303045872,99.61471026619628,"ศาลาอเนกประสงค์ประจำหมู่บ้าน, หมู่ที่ 15, บ้านเสด็จ, เมืองลำปาง, ลำปาง"
ลำปาง,เมืองลำปาง,บ้านเสด็จ,18,16,สำนักสงฆ์ห้วยเดื่อ,18.41735849,99.64821855,"สำนักสงฆ์ห้วยเดื่อ, หมู่ที่ 16, บ้านเสด็จ, เมืองลำปาง, ลำปาง"
ลำปาง,เมืองลำปาง,บ้านเสด็จ,19,17,วัดพระธาตุเสด็จ (ศาลาด้านใต้),18.3901481,99.59473766,"วัดพระธาตุเสด็จ (ศาลาด้านใต้), หมู่ที่ 17, บ้านเสด็จ, เมืองลำปาง, ลำปาง"
ลำปาง,เมืองลำปาง,บ้านแลง,1,1,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.50914403049143,99.64432746268413,"ศาลาอเนกประสงค์ประจำหมู่บ้าน, หมู่ที่ 1, บ้านแลง, เมืองลำปาง, ลำปาง"
ลำปาง,เมืองลำปาง,บ้านแลง,2,2,ศาลาอเนกประสงค์ประจำหมู่บ้านบ้านสบมาย,18.50658867778549,99.64339739036112,"ศาลาอเนกประสงค์ประจำหมู่บ้านบ้านสบมาย, หมู่ที่ 2, บ้านแลง, เมืองลำปาง, ลำปาง"
ลำปาง,เมืองลำปาง,บ้านแลง,3,3,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.50397467122473,99.64414694468076,"ศาลาอเนกประสงค์ประจำหมู่บ้าน, หมู่ที่ 3, บ้านแลง, เมืองลำปาง, ลำปาง"
ลำปาง,เมืองลำปาง,บ้านแลง,4,4,ศาลาวัดแม่อาง,18.45570486,99.66763616,"ศาลาวัดแม่อาง, หมู่ที่ 4, บ้านแลง, เมืองลำปาง, ลำปาง"
ลำปาง,เมืองลำปาง,บ้านแลง,5,5,ศาลาอเนกประสงค์โรงเรียนบ้านดง (เดิม),18.50230047246854,99.64628982136936,"ศาลาอเนกประสงค์โรงเรียนบ้านดง (เดิม), หมู่ที่ 5, บ้านแลง, เมืองลำปาง, ลำปาง"
ลำปาง,เมืองลำปาง,บ้านแลง,6,6,ศาลาอเนกประสงค์วัดแตะพุทธราม,18.55906322,99.67009023,"ศาลาอเนกประสงค์วัดแตะพุทธราม, หมู่ที่ 6, บ้านแลง, เมืองลำปาง, ลำปาง"
ลำปาง,เมืองลำปาง,บ้านแลง,7,7,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.50220556853787,99.6490075143656,"ศาลาอเนกประสงค์ประจำหมู่บ้าน, หมู่ที่ 7, บ้านแลง, เมืองลำปาง, ลำปาง"
ลำปาง,เมืองลำปาง,บ้านแลง,8,8,ศาลาอเนกประสงค์บ้านแม่อางน้ำล้อม,18.503726209508567,99.65126195731587,"ศาลาอเนกประสงค์บ้านแม่อางน้ำล้อม, หมู่ที่ 8, บ้านแลง, เมืองลำปาง, ลำปาง"
ลำปาง,เมืองลำปาง,บ้านแลง,9,9,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.506281562214507,99.65219202963888,"ศาลาอเนกประสงค์ประจำหมู่บ้าน, หมู่ที่ 9, บ้านแลง, เมืองลำปาง, ลำปาง"
ลำปาง,เมืองลำปาง,บ้านแลง,10,10,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.50889556877527,99.65144247531924,"ศาลาอเนกประสงค์ประจำหมู่บ้าน, หมู่ที่ 10, บ้านแลง, เมืองลำปาง, ลำปาง"
ลำปาง,เมืองลำปาง,บ้านแลง,11,11,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.510569767531457,99.64929959863063,"ศาลาอเนกประสงค์ประจำหมู่บ้าน, หมู่ที่ 11, บ้านแลง, เมืองลำปาง, ลำปาง"
ลำปาง,เมืองลำปาง,บ้านแลง,12,12,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.510664671462127,99.6465819056344,"ศาลาอเนกประสงค์ประจำหมู่บ้าน, หมู่ที่ 12, บ้านแลง, เมืองลำปาง, ลำปาง"
ลำปาง,แจ้ห่ม,ทุ่งผึ้ง,1,1,หอประชุมหน้าวัดทุ่งฮ้าง,18.88387306,99.67069661,"หอประชุมหน้าวัดทุ่งฮ้าง, หมู่ที่ 1, ทุ่งผึ้ง, แจ้ห่ม, ลำปาง"
ลำปาง,แจ้ห่ม,ทุ่งผึ้ง,2,2,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.928022747782645,99.65948002881592,"ศาลาอเนกประสงค์ประจำหมู่บ้าน, หมู่ที่ 2, ทุ่งผึ้ง, แจ้ห่ม, ลำปาง"
ลำปาง,แจ้ห่ม,ทุ่งผึ้ง,3,3,ศาลาตลาดสด SML,18.92470096972738,99.65871313592498,"ศาลาตลาดสด SML, หมู่ที่ 3, ทุ่งผึ้ง, แจ้ห่ม, ลำปาง"
ลำปาง,แจ้ห่ม,ทุ่งผึ้ง,4,4,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.922945125375534,99.66163535165397,"ศาลาอเนกประสงค์ประจำหมู่บ้าน, หมู่ที่ 4, ทุ่งผึ้ง, แจ้ห่ม, ลำปาง"
ลำปาง,แจ้ห่ม,ทุ่งผึ้ง,5,5,ห้องประชุมโรงเรียนบ้านช่อฟ้า,18.86447504,99.73058265,"ห้องประชุมโรงเรียนบ้านช่อฟ้า, หมู่ที่ 5, ทุ่งผึ้ง, แจ้ห่ม, ลำปาง"
ลำปาง,แจ้ห่ม,ทุ่งผึ้ง,6,6,ศาลาการเปรียญวัดแจ้คอน,18.91902942,99.66009662,"ศาลาการเปรียญวัดแจ้คอน, หมู่ที่ 6, ทุ่งผึ้ง, แจ้ห่ม, ลำปาง"
ลำปาง,แจ้ห่ม,ทุ่งผึ้ง,7,7,ศาลาอเนกประสงค์บ้านใหม่สามัคคี,18.925181731942402,99.66420827318787,"ศาลาอเนกประสงค์บ้านใหม่สามัคคี, หมู่ที่ 7, ทุ่งผึ้ง, แจ้ห่ม, ลำปาง"
ลำปาง,แจ้ห่ม,ทุ่งผึ้ง,8,8,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.928319875172036,99.66287621041724,"ศาลาอเนกประสงค์ประจำหมู่บ้าน, หมู่ที่ 8, ทุ่งผึ้ง, แจ้ห่ม, ลำปาง"
ลำปาง,แจ้ห่ม,บ้านสา,1,1,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.63260740162309,99.53807475523737,"ศาลาอเนกประสงค์ประจำหมู่บ้าน, หมู่ที่ 1, บ้านสา, แจ้ห่ม, ลำปาง"
ลำปาง,แจ้ห่ม,บ้านสา,2,2,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.630524259011032,99.5363267910399,"ศาลาอเนกประสงค์ประจำหมู่บ้าน, หมู่ที่ 2, บ้านสา, แจ้ห่ม, ลำปาง"
ลำปาง,แจ้ห่ม,บ้านสา,3,3,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.62781153365936,99.53613709880437,"ศาลาอเนกประสงค์ประจำหมู่บ้าน, หมู่ที่ 3, บ้านสา, แจ้ห่ม, ลำปาง"
ลำปาง,แจ้ห่ม,บ้านสา,4,4,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.62550539445028,99.53757813451737,"ศาลาอเนกประสงค์ประจำหมู่บ้าน, หมู่ที่ 4, บ้านสา, แจ้ห่ม, ลำปาง"
ลำปาง,แจ้ห่ม,บ้านสา,5,5,อาคารอเนกประสงค์ประจำหมู่บ้าน,18.624486708178857,99.54009947151552,"อาคารอเนกประสงค์ประจำหมู่บ้าน, หมู่ที่ 5, บ้านสา, แจ้ห่ม, ลำปาง"
ลำปาง,แจ้ห่ม,บ้านสา,6,6,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.62514457837691,99.54273804476261,"ศาลาอเนกประสงค์ประจำหมู่บ้าน, หมู่ที่ 6, บ้านสา, แจ้ห่ม, ลำปาง"
ลำปาง,แจ้ห่ม,บ้านสา,7,7,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.62722772098897,99.54448600896009,"ศาลาอเนกประสงค์ประจำหมู่บ้าน, หมู่ที่ 7, บ้านสา, แจ้ห่ม, ลำปาง"
ลำปาง,แจ้ห่ม,บ้านสา,8,8,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.62994044634064,99.54467570119562,"ศาลาอเนกประสงค์ประจำหมู่บ้าน, หมู่ที่ 8, บ้านสา, แจ้ห่ม, ลำปาง"
ลำปาง,แจ้ห่ม,บ้านสา,9,9,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.632246585549723,99.54323466548261,"ศาลาอเนกประสงค์ประจำหมู่บ้าน, หมู่ที่ 9, บ้านสา, แจ้ห่ม, ลำปาง"
ลำปาง,แจ้ห่ม,บ้านสา,10,10,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.633265271821145,99.54071332848447,"ศาลาอเนกประสงค์ประจำหมู่บ้าน, หมู่ที่ 10, บ้านสา, แจ้ห่ม, ลำปาง"
ลำปาง,แจ้ห่ม,ปงดอน,1,1,โรงอาหารโรงเรียนบ้านแม่ตา,18.75634712,99.61686637,"โรงอาหารโรงเรียนบ้านแม่ตา, หมู่ที่ 1, ปงดอน, แจ้ห่ม, ลำปาง"
ลำปาง,แจ้ห่ม,ปงดอน,2,1,ใต้อาคารเรียนโรงเรียนบ้านแม่ตา,18.7560907,99.61664584,"ใต้อาคารเรียนโรงเรียนบ้านแม่ตา, หมู่ที่ 1, ปงดอน, แจ้ห่ม, ลำปาง"
ลำปาง,แจ้ห่ม,ปงดอน,3,2,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.744787443773856,99.60920243574574,"ศาลาอเนกประสงค์ประจำหมู่บ้าน, หมู่ที่ 2, ปงดอน, แจ้ห่ม, ลำปาง"
ลำปาง,แจ้ห่ม,ปงดอน,4,3,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.747399007606198,99.60701107349723,"ศาลาอเนกประสงค์ประจำหมู่บ้าน, หมู่ที่ 3, ปงดอน, แจ้ห่ม, ลำปาง"
ลำปาง,แจ้ห่ม,ปงดอน,5,4,โรงอาหารโรงเรียนบ้านเปียงใจ,18.81515883,99.7426839,"โรงอาหารโรงเรียนบ้านเปียงใจ, หมู่ที่ 4, ปงดอน, แจ้ห่ม, ลำปาง"
ลำปาง,แจ้ห่ม,ปงดอน,6,5,อาคารอเนกประสงค์โรงเรียนบ้านแม่ตาสามัคคี,18.746121915866276,99.60385016052115,"อาคารอเนกประสงค์โรงเรียนบ้านแม่ตาสามัคคี, หมู่ที่ 5, ปงดอน, แจ้ห่ม, ลำปาง"
ลำปาง,แจ้ห่ม,ปงดอน,7,6,อาคารอเนกประสงค์โรงเรียนบ้านแม่ตาใน,18.742721065931907,99.60408797111495,"อาคารอเนกประสงค์โรงเรียนบ้านแม่ตาใน, หมู่ที่ 6, ปงดอน, แจ้ห่ม, ลำปาง"
ลำปาง,แจ้ห่ม,ปงดอน,8,7,อาคารอเนกประสงค์โรงเรียนบ้านปงดอน,18.741896316821755,99.6073958591209,"อาคารอเนกประสงค์โรงเรียนบ้านปงดอน, หมู่ที่ 7, ปงดอน, แจ้ห่ม, ลำปาง"
ลำปาง,แจ้ห่ม,ปงดอน,9,8,อาคารอเนกประสงค์บ้านเลาสู,18.82687712,99.79627598,"อาคารอเนกประสงค์บ้านเลาสู, หมู่ที่ 8, ปงดอน, แจ้ห่ม, ลำปาง"
ลำปาง,แจ้ห่ม,วิเชตนคร,1,1,ศาลาประชาคมบ้านใหม่สวนดอกคำ,18.70507171778365,99.55398095133879,"ศาลาประชาคมบ้านใหม่สวนดอกคำ, หมู่ที่ 1, วิเชตนคร, แจ้ห่ม, ลำปาง"
ลำปาง,แจ้ห่ม,วิเชตนคร,2,2,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.702255962912023,99.55470915506183,"ศาลาอเนกประสงค์ประจำหมู่บ้าน, หมู่ที่ 2, วิเชตนคร, แจ้ห่ม, ลำปาง"
ลำปาง,แจ้ห่ม,วิเชตนคร,3,3,อาคารอเนกประสงค์โรงเรียนบ้านใหม่ผ้าขาว,18.71129389,99.55903644,"อาคารอเนกประสงค์โรงเรียนบ้านใหม่ผ้าขาว, หมู่ที่ 3, วิเชตนคร, แจ้ห่ม, ลำปาง"
ลำปาง,แจ้ห่ม,วิเชตนคร,4,4,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.700779841338782,99.55721511221635,"ศาลาอเนกประสงค์ประจำหมู่บ้าน, หมู่ที่ 4, วิเชตนคร, แจ้ห่ม, ลำปาง"
ลำปาง,แจ้ห่ม,วิเชตนคร,5,5,ศาลาประชาคมบ้านสันมะเกลือ,18.74964675,99.57376891,"ศาลาประชาคมบ้านสันมะเกลือ, หมู่ที่ 5, วิเชตนคร, แจ้ห่ม, ลำปาง"
ลำปาง,แจ้ห่ม,วิเชตนคร,6,6,ศาลาประชาคมบ้านสันกลาง,18.74249382,99.57585737,"ศาลาประชาคมบ้านสันกลาง, หมู่ที่ 6, วิเชตนคร, แจ้ห่ม, ลำปาง"
ลำปาง,แจ้ห่ม,วิเชตนคร,7,7,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.70150804506182,99.56003086708799,"ศาลาอเนกประสงค์ประจำหมู่บ้าน, หมู่ที่ 7, วิเชตนคร, แจ้ห่ม, ลำปาง"
ลำปาง,แจ้ห่ม,วิเชตนคร,8,8,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.70401400221635,99.56150698866122,"ศาลาอเนกประสงค์ประจำหมู่บ้าน, หมู่ที่ 8, วิเชตนคร, แจ้ห่ม, ลำปาง"
ลำปาง,แจ้ห่ม,วิเชตนคร,9,8,โรงเรียนบ้านใหม่เหล่ายาว,18.72758724,99.56145698,"โรงเรียนบ้านใหม่เหล่ายาว, หมู่ที่ 8, วิเชตนคร, แจ้ห่ม, ลำปาง"
ลำปาง,แจ้ห่ม,วิเชตนคร,10,9,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.706829757087977,99.56077878493818,"ศาลาอเนกประสงค์ประจำหมู่บ้าน, หมู่ที่ 9, วิเชตนคร, แจ้ห่ม, ลำปาง"
ลำปาง,แจ้ห่ม,วิเชตนคร,11,10,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.708305878661218,99.55827282778365,"ศาลาอเนกประสงค์ประจำหมู่บ้าน, หมู่ที่ 10, วิเชตนคร, แจ้ห่ม, ลำปาง"
ลำปาง,แจ้ห่ม,วิเชตนคร,12,11,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.70757767493818,99.55545707291202,"ศาลาอเนกประสงค์ประจำหมู่บ้าน, หมู่ที่ 11, วิเชตนคร, แจ้ห่ม, ลำปาง"
ลำปาง,แจ้ห่ม,เมืองมาย,1,1,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.61220749071598,99.62931634496083,"ศาลาอเนกประสงค์ประจำหมู่บ้าน, หมู่ที่ 1, เมืองมาย, แจ้ห่ม, ลำปาง"
ลำปาง,แจ้ห่ม,เมืองมาย,2,2,อาคารอเนกประสงค์โรงเรียนบ้านนาไหม้,18.614860410948157,99.62752692766972,"อาคารอเนกประสงค์โรงเรียนบ้านนาไหม้, หมู่ที่ 2, เมืองมาย, แจ้ห่ม, ลำปาง"
ลำปาง,แจ้ห่ม,เมืองมาย,3,3,อาคารอเนกประสงค์โรงเรียนบ้านนางาม,18.66116536,99.67792607,"อาคารอเนกประสงค์โรงเรียนบ้านนางาม, หมู่ที่ 3, เมืองมาย, แจ้ห่ม, ลำปาง"
ลำปาง,แจ้ห่ม,เมืองมาย,4,3,ศูนย์การเรียนรู้ชุมชนชาวไทยภูเขาแม่ฟ้าหลวง (บ้านแม่ก๋า),18.614637190232177,99.6243347227089,"ศูนย์การเรียนรู้ชุมชนชาวไทยภูเขาแม่ฟ้าหลวง (บ้านแม่ก๋า), หมู่ที่ 3, เมืองมาย, แจ้ห่ม, ลำปาง"
ลำปาง,แจ้ห่ม,เมืองมาย,5,4,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.61176104928402,99.62293193503918,"ศาลาอเนกประสงค์ประจำหมู่บ้าน, หมู่ที่ 4, เมืองมาย, แจ้ห่ม, ลำปาง"
ลำปาง,แจ้ห่ม,เมืองมาย,6,5,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.609108129051844,99.62472135233028,"ศาลาอเนกประสงค์ประจำหมู่บ้าน, หมู่ที่ 5, เมืองมาย, แจ้ห่ม, ลำปาง"
ลำปาง,แจ้ห่ม,เมืองมาย,7,6,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.609331349767825,99.62791355729111,"ศาลาอเนกประสงค์ประจำหมู่บ้าน, หมู่ที่ 6, เมืองมาย, แจ้ห่ม, ลำปาง"
ลำปาง,แจ้ห่ม,แจ้ห่ม(นอกเขต),1,3,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.714534560915286,99.55656139671385,"ศาลาอเนกประสงค์ประจำหมู่บ้าน, หมู่ที่ 3, แจ้ห่ม(นอกเขต), แจ้ห่ม, ลำปาง"
ลำปาง,แจ้ห่ม,แจ้ห่ม(นอกเขต),2,4,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.710880379084717,99.55818834328616,"ศาลาอเนกประสงค์ประจำหมู่บ้าน, หมู่ที่ 4, แจ้ห่ม(นอกเขต), แจ้ห่ม, ลำปาง"
ลำปาง,แจ้ห่ม,แจ้ห่ม(นอกเขต),3,5,ศาลาการเปรียญวัดกู่คำน้อย ศาลาที่ 1,18.69467677295065,99.57446502849278,"ศาลาการเปรียญวัดกู่คำน้อย ศาลาที่ 1, หมู่ที่ 5, แจ้ห่ม(นอกเขต), แจ้ห่ม, ลำปาง"
ลำปาง,แจ้ห่ม,แจ้ห่ม(นอกเขต),4,5,ศาลาการเปรียญวัดกู่คำน้อย ศาลาที่ 2,18.692214127049347,99.57761707150722,"ศาลาการเปรียญวัดกู่คำน้อย ศาลาที่ 2, หมู่ที่ 5, แจ้ห่ม(นอกเขต), แจ้ห่ม, ลำปาง"
ลำปาง,แจ้ห่ม,แจ้ห่ม(นอกเขต),5,6,ศูนย์เรียนรู้ชุมชนบ้านม่วง,18.706773431926848,99.56838668487313,"ศูนย์เรียนรู้ชุมชนบ้านม่วง, หมู่ที่ 6, แจ้ห่ม(นอกเขต), แจ้ห่ม, ลำปาง"
ลำปาง,แจ้ห่ม,แจ้ห่ม(นอกเขต),6,7,ศาลา SML ประจำหมู่บ้าน,18.705409233389037,99.56329542661842,"ศาลา SML ประจำหมู่บ้าน, หมู่ที่ 7, แจ้ห่ม(นอกเขต), แจ้ห่ม, ลำปาง"
ลำปาง,แจ้ห่ม,แจ้ห่ม(นอกเขต),7,10,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.700158432197135,99.56375481219713,"ศาลาอเนกประสงค์ประจำหมู่บ้าน, หมู่ที่ 10, แจ้ห่ม(นอกเขต), แจ้ห่ม, ลำปาง"
ลำปาง,แจ้ห่ม,แจ้ห่ม(นอกเขต),8,11,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.698973171737823,99.56629661145473,"ศาลาอเนกประสงค์ประจำหมู่บ้าน, หมู่ที่ 11, แจ้ห่ม(นอกเขต), แจ้ห่ม, ลำปาง"
ลำปาง,แจ้ห่ม,แจ้ห่ม(ในเขต),1,1,หอประชุมเทศบาลตำบลแจ้ห่ม,18.699699046618413,99.56900561338904,"หอประชุมเทศบาลตำบลแจ้ห่ม, หมู่ที่ 1, แจ้ห่ม(ในเขต), แจ้ห่ม, ลำปาง"
ลำปาง,แจ้ห่ม,แจ้ห่ม(ในเขต),2,1,ศาลาวัดศรีหลวง,18.70199641191508,99.57061424588778,"ศาลาวัดศรีหลวง, หมู่ที่ 1, แจ้ห่ม(ในเขต), แจ้ห่ม, ลำปาง"
ลำปาง,แจ้ห่ม,แจ้ห่ม(ในเขต),3,2,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.704790304873136,99.57036981192685,"ศาลาอเนกประสงค์ประจำหมู่บ้าน, หมู่ที่ 2, แจ้ห่ม(ในเขต), แจ้ห่ม, ลำปาง"
ลำปาง,แจ้ห่ม,แจ้ห่ม(ในเขต),4,3,วัดเชียงหมั้น,18.7002293,99.57407893,"วัดเชียงหมั้น, หมู่ที่ 3, แจ้ห่ม(ในเขต), แจ้ห่ม, ลำปาง"
ลำปาง,แจ้ห่ม,แจ้ห่ม(ในเขต),5,8,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.707017865887785,99.56559279191508,"ศาลาอเนกประสงค์ประจำหมู่บ้าน, หมู่ที่ 8, แจ้ห่ม(ในเขต), แจ้ห่ม, ลำปาง"
ลำปาง,แจ้ห่ม,แจ้ห่ม(ในเขต),6,9,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.702700231454735,99.56256955173782,"ศาลาอเนกประสงค์ประจำหมู่บ้าน, หมู่ที่ 9, แจ้ห่ม(ในเขต), แจ้ห่ม, ลำปาง"
ลำปาง,แจ้ห่ม,แม่สุก,1,1,ศาลา SML บ้านแม่สุก,18.782034587702853,99.5784360390009,"ศาลา SML บ้านแม่สุก, หมู่ที่ 1, แม่สุก, แจ้ห่ม, ลำปาง"
ลำปาง,แจ้ห่ม,แม่สุก,2,2,ศาลา SML บ้านหนองกอก,18.85316019,99.56253348,"ศาลา SML บ้านหนองกอก, หมู่ที่ 2, แม่สุก, แจ้ห่ม, ลำปาง"
ลำปาง,แจ้ห่ม,แม่สุก,3,3,ศาลา SML บ้านศรีบุญเรือง,18.82285176,99.5775118,"ศาลา SML บ้านศรีบุญเรือง, หมู่ที่ 3, แม่สุก, แจ้ห่ม, ลำปาง"
ลำปาง,แจ้ห่ม,แม่สุก,4,4,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.784748341610552,99.58013178064645,"ศาลาอเนกประสงค์ประจำหมู่บ้าน, หมู่ที่ 4, แม่สุก, แจ้ห่ม, ลำปาง"
ลำปาง,แจ้ห่ม,แม่สุก,5,5,หอประชุมโรงเรียนเก่า,18.7875737739077,99.57862947164554,"หอประชุมโรงเรียนเก่า, หมู่ที่ 5, แม่สุก, แจ้ห่ม, ลำปาง"
ลำปาง,แจ้ห่ม,แม่สุก,6,6,ศาลา SML บ้านใหม่สามัคคี,18.79622484,99.57708452,"ศาลา SML บ้านใหม่สามัคคี, หมู่ที่ 6, แม่สุก, แจ้ห่ม, ลำปาง"
ลำปาง,แจ้ห่ม,แม่สุก,7,7,อาคารอเนกประสงค์ประจำหมู่บ้าน,18.787685452297147,99.57543142099908,"อาคารอเนกประสงค์ประจำหมู่บ้าน, หมู่ที่ 7, แม่สุก, แจ้ห่ม, ลำปาง"
ลำปาง,แจ้ห่ม,แม่สุก,8,8,ศาลา SML บ้านผาช่อ,18.89856544,99.60624604,"ศาลา SML บ้านผาช่อ, หมู่ที่ 8, แม่สุก, แจ้ห่ม, ลำปาง"
ลำปาง,แจ้ห่ม,แม่สุก,9,9,ศาลาประชาร่วมใจบ้านสบสุก,18.784971698389448,99.57373567935353,"ศาลาประชาร่วมใจบ้านสบสุก, หมู่ที่ 9, แม่สุก, แจ้ห่ม, ลำปาง"
